review,rating,date,bank,source,sentiment_label,sentiment_score,theme
very bad app,1,2025-08-09,CBE,Google Play,NEGATIVE,0.9997768998146057,General
good 👍,5,2025-08-09,CBE,Google Play,POSITIVE,0.9998576641082764,General
good,5,2025-08-09,CBE,Google Play,POSITIVE,0.9998161196708679,General
very nice app,5,2025-08-09,CBE,Google Play,POSITIVE,0.9998562335968018,General
good app,5,2025-08-09,CBE,Google Play,POSITIVE,0.9998493194580078,General
it is the best transferring AP,5,2025-08-08,CBE,Google Play,POSITIVE,0.999705970287323,Features
it's good but add some more please,3,2025-08-08,CBE,Google Play,POSITIVE,0.9998283386230469,General
best servis app,4,2025-08-07,CBE,Google Play,POSITIVE,0.9994334578514099,General
very useful to use it from any where in the world !,5,2025-08-07,CBE,Google Play,POSITIVE,0.996921956539154,General
ok,5,2025-08-07,CBE,Google Play,POSITIVE,0.9997851252555847,General
it very good but why block the screen shoot,5,2025-08-07,CBE,Google Play,NEGATIVE,0.9954419136047363,General
Good app,5,2025-08-07,CBE,Google Play,POSITIVE,0.9998493194580078,General
"the most disgusting app,",1,2025-08-07,CBE,Google Play,NEGATIVE,0.9976406097412109,General
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,Google Play,NEGATIVE,0.964240312576294,General
👍,5,2025-08-07,CBE,Google Play,NEGATIVE,0.6970565915107727,General
good app,4,2025-08-06,CBE,Google Play,POSITIVE,0.9998493194580078,General
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,Google Play,NEGATIVE,0.9917572140693665,General
best one,5,2025-08-05,CBE,Google Play,POSITIVE,0.999826967716217,General
awesome,5,2025-08-05,CBE,Google Play,POSITIVE,0.9998682737350464,General
so good,5,2025-08-04,CBE,Google Play,POSITIVE,0.999841570854187,General
worst experience,1,2025-08-04,CBE,Google Play,NEGATIVE,0.9998027682304382,General
The 1st one is CBE,5,2025-08-04,CBE,Google Play,POSITIVE,0.9928787350654602,General
excellent,5,2025-08-04,CBE,Google Play,POSITIVE,0.9998434782028198,General
nice,5,2025-08-04,CBE,Google Play,POSITIVE,0.9998552799224854,General
ok,1,2025-08-04,CBE,Google Play,POSITIVE,0.9997851252555847,General
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,CBE,Google Play,NEGATIVE,0.9998061060905457,Bugs/Crash
CBE,5,2025-08-04,CBE,Google Play,POSITIVE,0.9966009855270386,General
it's good app,5,2025-08-04,CBE,Google Play,POSITIVE,0.9998689889907837,General
Nise,5,2025-08-04,CBE,Google Play,NEGATIVE,0.7907949686050415,General
commercial Bank 🏦,5,2025-08-04,CBE,Google Play,NEGATIVE,0.7420864701271057,General
goood werk,5,2025-08-03,CBE,Google Play,NEGATIVE,0.9963845014572144,General
ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,5,2025-08-03,CBE,Google Play,NEGATIVE,0.9971191883087158,Bugs/Crash
good,5,2025-08-03,CBE,Google Play,POSITIVE,0.9998161196708679,General
the best application for ours,5,2025-08-03,CBE,Google Play,POSITIVE,0.9998237490653992,General
our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,5,2025-08-03,CBE,Google Play,NEGATIVE,0.9643597602844238,General
screenshot problem must be fixed!!,4,2025-08-02,CBE,Google Play,NEGATIVE,0.9992378950119019,General
it's very nice app,5,2025-08-02,CBE,Google Play,POSITIVE,0.9998631477355957,General
Very easy to use,5,2025-08-02,CBE,Google Play,POSITIVE,0.9991422891616821,UI/UX
best and fast,5,2025-08-02,CBE,Google Play,POSITIVE,0.9998563528060913,General
The best one ever i've seen.,5,2025-08-01,CBE,Google Play,POSITIVE,0.9998631477355957,General
በጣም ጥሩ,5,2025-08-01,CBE,Google Play,NEGATIVE,0.7850590348243713,General
👍👍👍,5,2025-08-01,CBE,Google Play,NEGATIVE,0.6970565915107727,General
very good,5,2025-08-01,CBE,Google Play,POSITIVE,0.9998520612716675,General
The sum is good.,5,2025-08-01,CBE,Google Play,POSITIVE,0.9998589754104614,General
good,5,2025-07-31,CBE,Google Play,POSITIVE,0.9998161196708679,General
thank you,5,2025-07-30,CBE,Google Play,POSITIVE,0.9998352527618408,General
it is good,5,2025-07-30,CBE,Google Play,POSITIVE,0.9998494386672974,General
they been freezing a transfered money till the time they chose chose it to be delivered bruh,1,2025-07-30,CBE,Google Play,NEGATIVE,0.9982882142066956,Features
how updated this app,5,2025-07-30,CBE,Google Play,POSITIVE,0.908365786075592,General
yase,5,2025-07-30,CBE,Google Play,POSITIVE,0.9850412011146545,General
"ok ,",5,2025-07-29,CBE,Google Play,POSITIVE,0.9997431635856628,General
good,5,2025-07-29,CBE,Google Play,POSITIVE,0.9998161196708679,General
Time is Gold,5,2025-07-28,CBE,Google Play,POSITIVE,0.9994885921478271,General
good,5,2025-07-28,CBE,Google Play,POSITIVE,0.9998161196708679,General
this app is so amazing a use it every time when I make payments,5,2025-07-27,CBE,Google Play,POSITIVE,0.9997534155845642,General
Mobeli.bank,5,2025-07-27,CBE,Google Play,NEGATIVE,0.9778519868850708,General
best,5,2025-07-26,CBE,Google Play,POSITIVE,0.9997941851615906,General
best app,5,2025-07-26,CBE,Google Play,POSITIVE,0.999686598777771,General
thanks CBE,5,2025-07-25,CBE,Google Play,POSITIVE,0.999742329120636,General
"I am using this service from abroad, which i have active account in Ethiopia. Anytime I want support family, I easily sent funds to my CBE bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. They can easily send money from their abroad bank account to their CEB, Awash,Oromia bank whatever. 2nd, They don't need family to withdraw money for them to use it. They have privacy.",5,2025-07-25,CBE,Google Play,POSITIVE,0.9929429888725281,Features
በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,4,2025-07-25,CBE,Google Play,NEGATIVE,0.9489791989326477,General
v͟e͟r͟y͟ g͟o͟o͟ d͟,4,2025-07-25,CBE,Google Play,NEGATIVE,0.9897240400314331,General
commercial bank of ethiopia is very helpful for all Ethiopian people that i respect ethio consititution,5,2025-07-25,CBE,Google Play,POSITIVE,0.998514711856842,General
wow,5,2025-07-25,CBE,Google Play,POSITIVE,0.999592125415802,General
excellent,5,2025-07-25,CBE,Google Play,POSITIVE,0.9998434782028198,General
great,5,2025-07-24,CBE,Google Play,POSITIVE,0.9998630285263062,General
Great,5,2025-07-24,CBE,Google Play,POSITIVE,0.9998630285263062,General
there is many thing u have to fix.,1,2025-07-24,CBE,Google Play,NEGATIVE,0.9872127175331116,General
Excellent App,4,2025-07-24,CBE,Google Play,POSITIVE,0.9998356103897095,General
"This is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",5,2025-07-24,CBE,Google Play,POSITIVE,0.9990789890289307,Performance
Best app,5,2025-07-23,CBE,Google Play,POSITIVE,0.999686598777771,General
very good,5,2025-07-22,CBE,Google Play,POSITIVE,0.9998520612716675,General
good,5,2025-07-21,CBE,Google Play,POSITIVE,0.9998161196708679,General
በጣምጥሩ,4,2025-07-21,CBE,Google Play,NEGATIVE,0.6970565915107727,General
"good job, but we need to see more transaction history.",4,2025-07-21,CBE,Google Play,NEGATIVE,0.996132493019104,General
best app,5,2025-07-21,CBE,Google Play,POSITIVE,0.999686598777771,General
excellent,5,2025-07-21,CBE,Google Play,POSITIVE,0.9998434782028198,General
full of restrictions,1,2025-07-20,CBE,Google Play,NEGATIVE,0.983348548412323,General
The best one,5,2025-07-20,CBE,Google Play,POSITIVE,0.9998371601104736,General
very good,5,2025-07-20,CBE,Google Play,POSITIVE,0.9998520612716675,General
nice apps,5,2025-07-20,CBE,Google Play,POSITIVE,0.999850869178772,General
why i cant screen shoot ?,1,2025-07-20,CBE,Google Play,NEGATIVE,0.9865542650222778,General
Really excellent,5,2025-07-19,CBE,Google Play,POSITIVE,0.9998646974563599,General
excellent,5,2025-07-19,CBE,Google Play,POSITIVE,0.9998434782028198,General
nice apk,5,2025-07-19,CBE,Google Play,POSITIVE,0.9998088479042053,General
it is good up to now but it needs update today,5,2025-07-18,CBE,Google Play,NEGATIVE,0.9715504050254822,General
አውርድ,5,2025-07-18,CBE,Google Play,NEGATIVE,0.6970565915107727,General
okay,5,2025-07-18,CBE,Google Play,POSITIVE,0.9997709393501282,General
very aazing,5,2025-07-18,CBE,Google Play,NEGATIVE,0.9990257024765015,General
wow,5,2025-07-18,CBE,Google Play,POSITIVE,0.999592125415802,General
እስክሪን ሹት አይሰራም ለምን ተዘጋ?,2,2025-07-17,CBE,Google Play,NEGATIVE,0.9647620320320129,General
simple to use and amazing,5,2025-07-17,CBE,Google Play,POSITIVE,0.9998869895935059,General
Best app ever,5,2025-07-17,CBE,Google Play,POSITIVE,0.9997491240501404,General
this app good,4,2025-07-17,CBE,Google Play,POSITIVE,0.9998284578323364,General
"I like this App b/s it's fast, clear, and secured. thank you",5,2025-07-17,CBE,Google Play,POSITIVE,0.9998654127120972,General
"Although the UI is simple and easy to use. That does not mean anything if information is not consistent throughout the app, and most services are down most of the time. Also, I see that forcing the user to turn off Android Dev Settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for Android development 🙄. If you have certain security requirements, you would rather prefer to restrict the minSdk (since recent android releases are secure).",1,2025-07-16,CBE,Google Play,NEGATIVE,0.9996721744537354,UI/UX
difficult to transfer between accounts even settling tax obligations. system error notification more frequent.,1,2025-07-16,CBE,Google Play,NEGATIVE,0.9992318153381348,Bugs/Crash
chala bodena,2,2025-07-15,CBE,Google Play,NEGATIVE,0.8392057418823242,General
ebc app not work or unable to connect server,1,2025-07-15,CBE,Google Play,NEGATIVE,0.9996393918991089,General
i love this app,5,2025-07-14,CBE,Google Play,POSITIVE,0.9998608827590942,General
"excellent application, user friendly...nice one",5,2025-07-14,CBE,Google Play,POSITIVE,0.9998477697372437,General
Okay 👍,5,2025-07-13,CBE,Google Play,POSITIVE,0.998088538646698,General
why can't I transfer money to telebirr?,4,2025-07-12,CBE,Google Play,NEGATIVE,0.9988917708396912,Features
CBE Mobile Banking make us our life easier.,5,2025-07-12,CBE,Google Play,POSITIVE,0.994941771030426,General
"I can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",1,2025-07-12,CBE,Google Play,NEGATIVE,0.990739107131958,General
"it's a nice app""and buy to pay then simple for money transaction 10Q CBE.",5,2025-07-11,CBE,Google Play,POSITIVE,0.9889894127845764,General
"amzing app, so 10Q",5,2025-07-11,CBE,Google Play,NEGATIVE,0.9919998645782471,General
"The CBE MB app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and USSD.",2,2025-07-11,CBE,Google Play,NEGATIVE,0.9959859251976013,Performance
It is user friendly.,4,2025-07-11,CBE,Google Play,POSITIVE,0.9897856712341309,General
Application አንዳንዴ ቀርፋፋ ነው። ለምን ?,3,2025-07-10,CBE,Google Play,NEGATIVE,0.97027188539505,General
ok,5,2025-07-09,CBE,Google Play,POSITIVE,0.9997851252555847,General
option app mobile banking,5,2025-07-09,CBE,Google Play,POSITIVE,0.8521428108215332,General
ok,5,2025-07-08,CBE,Google Play,POSITIVE,0.9997851252555847,General
very poor and even not sho the balance and transaction history,1,2025-07-07,CBE,Google Play,NEGATIVE,0.9995904564857483,General
እሽ,5,2025-07-07,CBE,Google Play,NEGATIVE,0.6970565915107727,General
Good app,5,2025-07-07,CBE,Google Play,POSITIVE,0.9998493194580078,General
best,5,2025-07-06,CBE,Google Play,POSITIVE,0.9997941851615906,General
this is very good app but what is bucket override i don't get,4,2025-07-06,CBE,Google Play,NEGATIVE,0.9767497181892395,General
The best of mobile banking in Ethiopia 🇪🇹,5,2025-07-06,CBE,Google Play,POSITIVE,0.9998003840446472,General
"it's just a basic app, you could do a lot better I couldn't see my 2 months statement even",1,2025-07-06,CBE,Google Play,NEGATIVE,0.9993597865104675,General
don't work,1,2025-07-05,CBE,Google Play,NEGATIVE,0.9997063279151917,General
የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,5,2025-07-05,CBE,Google Play,NEGATIVE,0.9239576458930969,General
good,5,2025-07-05,CBE,Google Play,POSITIVE,0.9998161196708679,General
🙏👍,5,2025-11-29,BOA,Google Play,NEGATIVE,0.6970565915107727,General
Very Good,5,2025-11-28,BOA,Google Play,POSITIVE,0.9998520612716675,General
goof,5,2025-11-28,BOA,Google Play,NEGATIVE,0.9975278973579407,General
good!,5,2025-11-28,BOA,Google Play,POSITIVE,0.9998268485069275,General
good jop,5,2025-11-27,BOA,Google Play,POSITIVE,0.9998409748077393,General
bad exprience...it is so crushed,1,2025-11-27,BOA,Google Play,NEGATIVE,0.9998053908348083,General
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,BOA,Google Play,NEGATIVE,0.9997656941413879,Performance
ምንም የማይ ሰራ,1,2025-11-26,BOA,Google Play,NEGATIVE,0.8337252736091614,General
very good,5,2025-11-25,BOA,Google Play,POSITIVE,0.9998520612716675,General
most of the time is not working properly,1,2025-11-25,BOA,Google Play,NEGATIVE,0.9997636675834656,General
good service,5,2025-11-25,BOA,Google Play,POSITIVE,0.9998499155044556,General
not use for me,3,2025-11-23,BOA,Google Play,NEGATIVE,0.9953739047050476,General
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,Google Play,NEGATIVE,0.9968326687812805,General
waw,5,2025-11-21,BOA,Google Play,NEGATIVE,0.7346178889274597,General
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,Google Play,NEGATIVE,0.9983174800872803,Performance
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,Google Play,NEGATIVE,0.999693751335144,General
it is a good app,5,2025-11-18,BOA,Google Play,POSITIVE,0.9998643398284912,General
it is not working at all,1,2025-11-15,BOA,Google Play,NEGATIVE,0.9997811913490295,General
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,Google Play,POSITIVE,0.8251601457595825,Features
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,BOA,Google Play,NEGATIVE,0.9952510595321655,Performance
fast and simple,5,2025-11-11,BOA,Google Play,POSITIVE,0.9997392296791077,General
best of best,5,2025-11-10,BOA,Google Play,POSITIVE,0.9997496008872986,General
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,BOA,Google Play,NEGATIVE,0.9993888139724731,General
good,4,2025-11-10,BOA,Google Play,POSITIVE,0.9998161196708679,General
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,Google Play,NEGATIVE,0.9947029948234558,Performance
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,BOA,Google Play,NEGATIVE,0.8848855495452881,General
best app,5,2025-11-08,BOA,Google Play,POSITIVE,0.999686598777771,General
Best app,5,2025-11-07,BOA,Google Play,POSITIVE,0.999686598777771,General
"Barely works, it always fails to connect",1,2025-11-07,BOA,Google Play,NEGATIVE,0.9997532963752747,General
my fav app,5,2025-11-07,BOA,Google Play,POSITIVE,0.9846561551094055,General
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,BOA,Google Play,NEGATIVE,0.9977949857711792,Bugs/Crash
very nice,5,2025-11-04,BOA,Google Play,POSITIVE,0.9998563528060913,General
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,Google Play,NEGATIVE,0.9985816478729248,General
I like,5,2025-11-02,BOA,Google Play,POSITIVE,0.9998149275779724,General
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,Google Play,NEGATIVE,0.9608768820762634,General
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,Google Play,NEGATIVE,0.9083430767059326,Performance
"the worst app ever,",1,2025-10-30,BOA,Google Play,NEGATIVE,0.9997932314872742,General
better,5,2025-10-29,BOA,Google Play,POSITIVE,0.999264657497406,General
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,BOA,Google Play,NEGATIVE,0.99928218126297,Performance
this app can't open? what is problem? please solve my problem?,1,2025-10-28,BOA,Google Play,NEGATIVE,0.9996218681335449,General
kiyaa makonn,5,2025-10-27,BOA,Google Play,POSITIVE,0.7175909876823425,General
very very lazy app,1,2025-10-26,BOA,Google Play,NEGATIVE,0.9996856451034546,General
telebirr remittance,5,2025-10-24,BOA,Google Play,NEGATIVE,0.9799609780311584,General
The best bank in 🇪🇹,5,2025-10-23,BOA,Google Play,POSITIVE,0.9998179078102112,General
its good,5,2025-10-22,BOA,Google Play,POSITIVE,0.9998385906219482,General
the worst app in my financial experience.,1,2025-10-22,BOA,Google Play,NEGATIVE,0.9997914433479309,General
good for mb appliciation,5,2025-10-21,BOA,Google Play,POSITIVE,0.9943337440490723,General
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,Google Play,NEGATIVE,0.9997623562812805,Performance
try to easy network,4,2025-10-17,BOA,Google Play,NEGATIVE,0.9987332224845886,Performance
hussen hassen umer,5,2025-10-16,BOA,Google Play,POSITIVE,0.8681215047836304,General
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,BOA,Google Play,NEGATIVE,0.9988431930541992,UI/UX
an exceptional banking app.,5,2025-10-16,BOA,Google Play,POSITIVE,0.9997233748435974,General
alhamdulilah,5,2025-10-11,BOA,Google Play,POSITIVE,0.8558264374732971,General
poor,5,2025-10-11,BOA,Google Play,NEGATIVE,0.9997912049293518,General
Best of best,5,2025-10-09,BOA,Google Play,POSITIVE,0.9997496008872986,General
from the last week updates the app is not working Please check the problems,1,2025-10-08,BOA,Google Play,NEGATIVE,0.9996919631958008,General
It's always crushing,1,2025-10-08,BOA,Google Play,NEGATIVE,0.9993805885314941,General
office branches have to improve their services please,4,2025-10-07,BOA,Google Play,POSITIVE,0.6649660468101501,General
♥️♥️,5,2025-10-05,BOA,Google Play,POSITIVE,0.9437572360038757,General
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,BOA,Google Play,NEGATIVE,0.9988381266593933,Bugs/Crash
it needs a timely update,5,2025-10-03,BOA,Google Play,NEGATIVE,0.9983032941818237,General
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,BOA,Google Play,NEGATIVE,0.9997054934501648,Features
Like,5,2025-10-01,BOA,Google Play,POSITIVE,0.9910564422607422,General
I can't type my otp on it.,1,2025-10-01,BOA,Google Play,NEGATIVE,0.9990899562835693,Features
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,Google Play,NEGATIVE,0.9977109432220459,General
jaajja,4,2025-09-30,BOA,Google Play,NEGATIVE,0.9872855544090271,General
I love this bank the best experience ever.,5,2025-09-28,BOA,Google Play,POSITIVE,0.9998602867126465,General
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,Google Play,NEGATIVE,0.9997023940086365,General
easy and fast,5,2025-09-24,BOA,Google Play,POSITIVE,0.9995583891868591,UI/UX
Great,5,2025-09-20,BOA,Google Play,POSITIVE,0.9998630285263062,General
mobile banking,5,2025-09-19,BOA,Google Play,POSITIVE,0.9076532125473022,General
very good,5,2025-09-18,BOA,Google Play,POSITIVE,0.9998520612716675,General
😎,5,2025-09-18,BOA,Google Play,NEGATIVE,0.6970565915107727,General
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,Google Play,NEGATIVE,0.9918755292892456,General
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,BOA,Google Play,NEGATIVE,0.9964402318000793,Features
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,Google Play,NEGATIVE,0.9995414018630981,Bugs/Crash
none,5,2025-09-14,BOA,Google Play,NEGATIVE,0.985345721244812,General
good,2,2025-09-13,BOA,Google Play,POSITIVE,0.9998161196708679,General
good,5,2025-09-12,BOA,Google Play,POSITIVE,0.9998161196708679,General
very good app i ever used,5,2025-09-12,BOA,Google Play,POSITIVE,0.9998385906219482,General
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,BOA,Google Play,NEGATIVE,0.9979867935180664,General
zedo,5,2025-09-11,BOA,Google Play,POSITIVE,0.994045615196228,General
please open my mobile app,5,2025-09-10,BOA,Google Play,POSITIVE,0.9873003363609314,General
it doesn't open,1,2025-09-10,BOA,Google Play,NEGATIVE,0.9997527003288269,General
Very Good,5,2025-09-09,BOA,Google Play,POSITIVE,0.9998520612716675,General
masha alla,5,2025-09-08,BOA,Google Play,NEGATIVE,0.9514626860618591,General
Best banking transaction application in Ethiopia !,5,2025-09-05,BOA,Google Play,POSITIVE,0.9996905326843262,General
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,Google Play,NEGATIVE,0.5818163156509399,General
tamaam kamal,1,2025-09-04,BOA,Google Play,POSITIVE,0.9918873906135559,General
በጣም ሐሪፍ,5,2025-09-03,BOA,Google Play,NEGATIVE,0.7850590348243713,General
great 👍,5,2025-09-02,BOA,Google Play,POSITIVE,0.9997692704200745,General
goof,4,2025-09-01,BOA,Google Play,NEGATIVE,0.9975278973579407,General
absiniya banki,5,2025-08-29,BOA,Google Play,NEGATIVE,0.9083040952682495,General
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,Google Play,NEGATIVE,0.9996929168701172,General
One of the best in this business,5,2025-08-25,BOA,Google Play,POSITIVE,0.9998694658279419,General
Excellent,5,2025-08-20,BOA,Google Play,POSITIVE,0.9998434782028198,General
besat🥰,5,2025-08-19,BOA,Google Play,NEGATIVE,0.6970565915107727,General
unlimited experience,5,2025-08-18,BOA,Google Play,POSITIVE,0.9997161030769348,General
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,Google Play,NEGATIVE,0.9991239905357361,Bugs/Crash
very nice mobile banking app my favourite,5,2025-08-16,BOA,Google Play,POSITIVE,0.9997608065605164,General
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,Google Play,NEGATIVE,0.9977737069129944,Bugs/Crash
best apps,5,2025-08-15,BOA,Google Play,POSITIVE,0.999784529209137,General
the worst app ever to exist in a bank history,1,2025-08-15,BOA,Google Play,NEGATIVE,0.9997841715812683,General
thank you,5,2025-08-14,BOA,Google Play,POSITIVE,0.9998352527618408,General
Best mobile app in the country,5,2025-08-14,BOA,Google Play,POSITIVE,0.999710738658905,General
not fast,2,2025-08-12,BOA,Google Play,NEGATIVE,0.9949790835380554,General
keeps freezing at the front page.,1,2025-08-10,BOA,Google Play,NEGATIVE,0.9948282837867737,General
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,BOA,Google Play,NEGATIVE,0.9996861219406128,General
abseniya bank app,5,2025-08-08,BOA,Google Play,NEGATIVE,0.6962249279022217,General
good,5,2025-08-05,BOA,Google Play,POSITIVE,0.9998161196708679,General
yes goode app,5,2025-08-03,BOA,Google Play,POSITIVE,0.9997490048408508,General
Great App,5,2025-08-02,BOA,Google Play,POSITIVE,0.999821126461029,General
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,Google Play,NEGATIVE,0.999749481678009,Bugs/Crash
ረጀብነሱ,1,2025-07-31,BOA,Google Play,NEGATIVE,0.6970565915107727,General
The Worst Mobile Banking App.,1,2025-07-31,BOA,Google Play,NEGATIVE,0.9997994303703308,General
giod,5,2025-07-30,BOA,Google Play,POSITIVE,0.9893913269042969,General
best bank in ethiopia,5,2025-07-29,BOA,Google Play,POSITIVE,0.999733030796051,General
waqayyoo,5,2025-07-28,BOA,Google Play,POSITIVE,0.5036855340003967,General
please is not working,2,2025-07-27,BOA,Google Play,NEGATIVE,0.9997643828392029,General
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,BOA,Google Play,NEGATIVE,0.9985933899879456,General
I can log in from any where,5,2025-07-23,BOA,Google Play,NEGATIVE,0.9497753977775574,General
😇,3,2025-07-21,BOA,Google Play,NEGATIVE,0.6970565915107727,General
no proplem,5,2025-07-20,BOA,Google Play,NEGATIVE,0.991222620010376,General
👍👍👍,5,2025-07-20,BOA,Google Play,NEGATIVE,0.6970565915107727,General
excellent app,5,2025-07-18,BOA,Google Play,POSITIVE,0.9998356103897095,General
good work,5,2025-07-15,BOA,Google Play,POSITIVE,0.9998413324356079,General
☹️,5,2025-07-15,BOA,Google Play,NEGATIVE,0.6970565915107727,General
excellent,5,2025-07-14,BOA,Google Play,POSITIVE,0.9998434782028198,General
Great BoA,5,2025-07-14,BOA,Google Play,POSITIVE,0.9992689490318298,General
Good,5,2025-07-14,BOA,Google Play,POSITIVE,0.9998161196708679,General
Okay,4,2025-07-13,BOA,Google Play,POSITIVE,0.9997709393501282,General
not working,1,2025-07-12,BOA,Google Play,NEGATIVE,0.9997778534889221,General
This App is Getting worse and worse with every update,2,2025-07-11,BOA,Google Play,NEGATIVE,0.999568521976471,General
ምርጥ ነው,1,2025-07-10,BOA,Google Play,NEGATIVE,0.7850590348243713,General
nice,5,2025-07-10,BOA,Google Play,POSITIVE,0.9998552799224854,General
Best app,5,2025-07-08,BOA,Google Play,POSITIVE,0.999686598777771,General
meku,5,2025-07-07,BOA,Google Play,POSITIVE,0.9421749114990234,General
nice,4,2025-07-04,BOA,Google Play,POSITIVE,0.9998552799224854,General
